code,name,description,refreshed_at,from_date,to_date
ONXN2014,"30-Day Overnight Repo Rate Futures, July 2014 (ONXN2014)","MX Futures Price for 30-Day Overnight Repo Rate Futures, July 2014. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-08-01 16:21:34,2014-04-10,2014-07-31
ONXN2015,"30-Day Overnight Repo Rate Futures, July 2015 (ONXN2015)","MX Futures Price for 30-Day Overnight Repo Rate Futures, July 2015. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2015-08-04 21:13:39,2015-03-02,2015-07-31
ONXN2016,"30-Day Overnight Repo Rate Futures, July 2016 (ONXN2016)","MX Futures Price for 30-Day Overnight Repo Rate Futures, July 2016. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2016-08-02 21:16:02,2016-03-01,2016-07-29
ONXN2017,"30-Day Overnight Repo Rate Futures, July 2017 (ONXN2017)","MX Futures Price for 30-Day Overnight Repo Rate Futures, July 2017. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2017-08-01 21:09:17,2017-03-01,2017-07-31
ONXN2018,"30-Day Overnight Repo Rate Futures, July 2018 (ONXN2018)","MX Futures Price for 30-Day Overnight Repo Rate Futures, July 2018. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2018-08-01 21:11:46,2018-03-02,2018-07-31
ONXN2019,"30-Day Overnight Repo Rate Futures, July 2019 (ONXN2019)","MX Futures Price for 30-Day Overnight Repo Rate Futures, July 2019. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2019-06-07 21:11:14,2019-03-01,2019-06-06
ONXQ2009,"30-Day Overnight Repo Rate Futures, August 2009 (ONXQ2009)","MX Futures Price for 30-Day Overnight Repo Rate Futures, August 2009. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 20:58:42,2009-05-01,2009-08-31
ONXQ2010,"30-Day Overnight Repo Rate Futures, August 2010 (ONXQ2010)","MX Futures Price for 30-Day Overnight Repo Rate Futures, August 2010. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:00:00,2010-05-03,2010-08-31
ONXQ2011,"30-Day Overnight Repo Rate Futures, August 2011 (ONXQ2011)","MX Futures Price for 30-Day Overnight Repo Rate Futures, August 2011. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:01:21,2011-05-02,2011-08-31
ONXQ2012,"30-Day Overnight Repo Rate Futures, August 2012 (ONXQ2012)","MX Futures Price for 30-Day Overnight Repo Rate Futures, August 2012. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:02:30,2012-05-01,2012-08-31
ONXQ2013,"30-Day Overnight Repo Rate Futures, August 2013 (ONXQ2013)","MX Futures Price for 30-Day Overnight Repo Rate Futures, August 2013. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:03:53,2013-05-01,2013-08-30
ONXQ2014,"30-Day Overnight Repo Rate Futures, August 2014 (ONXQ2014)","MX Futures Price for 30-Day Overnight Repo Rate Futures, August 2014. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-09-03 00:11:19,2014-04-10,2014-08-29
ONXQ2015,"30-Day Overnight Repo Rate Futures, August 2015 (ONXQ2015)","MX Futures Price for 30-Day Overnight Repo Rate Futures, August 2015. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2015-09-01 21:13:08,2015-05-01,2015-08-31
ONXQ2016,"30-Day Overnight Repo Rate Futures, August 2016 (ONXQ2016)","MX Futures Price for 30-Day Overnight Repo Rate Futures, August 2016. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2016-09-01 21:13:50,2016-05-02,2016-08-31
ONXQ2017,"30-Day Overnight Repo Rate Futures, August 2017 (ONXQ2017)","MX Futures Price for 30-Day Overnight Repo Rate Futures, August 2017. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2017-09-01 21:10:09,2017-05-01,2017-08-31
ONXQ2018,"30-Day Overnight Repo Rate Futures, August 2018 (ONXQ2018)","MX Futures Price for 30-Day Overnight Repo Rate Futures, August 2018. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2018-09-04 21:12:49,2018-05-01,2018-08-31
ONXQ2019,"30-Day Overnight Repo Rate Futures, August 2019 (ONXQ2019)","MX Futures Price for 30-Day Overnight Repo Rate Futures, August 2019. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2019-06-07 21:11:14,2019-05-01,2019-06-06
ONXU2009,"30-Day Overnight Repo Rate Futures, September 2009 (ONXU2009)","MX Futures Price for 30-Day Overnight Repo Rate Futures, September 2009. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 20:58:50,2009-01-02,2009-09-30
ONXU2010,"30-Day Overnight Repo Rate Futures, September 2010 (ONXU2010)","MX Futures Price for 30-Day Overnight Repo Rate Futures, September 2010. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:00:07,2009-10-01,2010-09-30
ONXU2011,"30-Day Overnight Repo Rate Futures, September 2011 (ONXU2011)","MX Futures Price for 30-Day Overnight Repo Rate Futures, September 2011. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:01:20,2010-10-01,2011-09-30
ONXU2012,"30-Day Overnight Repo Rate Futures, September 2012 (ONXU2012)","MX Futures Price for 30-Day Overnight Repo Rate Futures, September 2012. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:02:45,2011-10-03,2012-09-28
ONXU2013,"30-Day Overnight Repo Rate Futures, September 2013 (ONXU2013)","MX Futures Price for 30-Day Overnight Repo Rate Futures, September 2013. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:04:03,2012-10-01,2013-09-30
ONXU2014,"30-Day Overnight Repo Rate Futures, September 2014 (ONXU2014)","MX Futures Price for 30-Day Overnight Repo Rate Futures, September 2014. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-10-02 00:11:58,2013-10-01,2014-09-30
ONXU2015,"30-Day Overnight Repo Rate Futures, September 2015 (ONXU2015)","MX Futures Price for 30-Day Overnight Repo Rate Futures, September 2015. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2015-10-01 21:13:13,2014-10-01,2015-09-30
ONXU2016,"30-Day Overnight Repo Rate Futures, September 2016 (ONXU2016)","MX Futures Price for 30-Day Overnight Repo Rate Futures, September 2016. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2016-10-03 21:12:57,2015-10-01,2016-09-30
ONXU2017,"30-Day Overnight Repo Rate Futures, September 2017 (ONXU2017)","MX Futures Price for 30-Day Overnight Repo Rate Futures, September 2017. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2017-10-02 21:10:24,2016-10-03,2017-09-29
ONXU2018,"30-Day Overnight Repo Rate Futures, September 2018 (ONXU2018)","MX Futures Price for 30-Day Overnight Repo Rate Futures, September 2018. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2018-10-01 21:12:10,2017-10-02,2018-09-28
ONXU2019,"30-Day Overnight Repo Rate Futures, September 2019 (ONXU2019)","MX Futures Price for 30-Day Overnight Repo Rate Futures, September 2019. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2019-06-07 21:11:14,2018-10-01,2019-06-06
ONXV2009,"30-Day Overnight Repo Rate Futures, October 2009 (ONXV2009)","MX Futures Price for 30-Day Overnight Repo Rate Futures, October 2009. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 20:58:56,2009-06-01,2009-10-30
ONXV2010,"30-Day Overnight Repo Rate Futures, October 2010 (ONXV2010)","MX Futures Price for 30-Day Overnight Repo Rate Futures, October 2010. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:00:21,2010-06-01,2010-10-29
ONXV2011,"30-Day Overnight Repo Rate Futures, October 2011 (ONXV2011)","MX Futures Price for 30-Day Overnight Repo Rate Futures, October 2011. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:01:26,2011-06-01,2011-10-31
ONXV2012,"30-Day Overnight Repo Rate Futures, October 2012 (ONXV2012)","MX Futures Price for 30-Day Overnight Repo Rate Futures, October 2012. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 21:02:43,2012-06-01,2012-10-31
ONXV2013,"30-Day Overnight Repo Rate Futures, October 2013 (ONXV2013)","MX Futures Price for 30-Day Overnight Repo Rate Futures, October 2013. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2015-06-09 14:16:54,2013-06-03,2013-10-31
ONXV2014,"30-Day Overnight Repo Rate Futures, October 2014 (ONXV2014)","MX Futures Price for 30-Day Overnight Repo Rate Futures, October 2014. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-11-03 20:47:51,2014-05-06,2014-10-31
ONXV2015,"30-Day Overnight Repo Rate Futures, October 2015 (ONXV2015)","MX Futures Price for 30-Day Overnight Repo Rate Futures, October 2015. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2015-11-02 21:13:57,2015-06-01,2015-10-30
ONXV2016,"30-Day Overnight Repo Rate Futures, October 2016 (ONXV2016)","MX Futures Price for 30-Day Overnight Repo Rate Futures, October 2016. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2016-11-01 21:13:08,2016-06-01,2016-10-31
ONXV2017,"30-Day Overnight Repo Rate Futures, October 2017 (ONXV2017)","MX Futures Price for 30-Day Overnight Repo Rate Futures, October 2017. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2017-11-01 21:11:03,2017-06-01,2017-10-31
ONXV2018,"30-Day Overnight Repo Rate Futures, October 2018 (ONXV2018)","MX Futures Price for 30-Day Overnight Repo Rate Futures, October 2018. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2018-11-01 21:09:18,2018-06-01,2018-10-31
ONXV2019,"30-Day Overnight Repo Rate Futures, October 2019 (ONXV2019)","MX Futures Price for 30-Day Overnight Repo Rate Futures, October 2019. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2019-06-07 21:11:14,2019-06-03,2019-06-06
ONXX2009,"30-Day Overnight Repo Rate Futures, November 2009 (ONXX2009)","MX Futures Price for 30-Day Overnight Repo Rate Futures, November 2009. Trading unit: Each contract shall be for a nominal value of C$5,000,000. Price quotation: Index: 100 minus the monthly average overnight repo rate for the contract month.",2014-01-09 20:59:01,2009-08-04,2009-11-30
